52.62170696,1.23765707
52.62218,1.24074
52.62231,1.24077
52.621784,1.238556
52.623531,1.24535
52.62186,1.24027
52.621315,1.222208
52.62204,1.2362
52.62188445,1.234918535
52.624611,1.224031
52.62205,1.24054
52.62073,1.23655
52.621536,1.239213
52.621052,1.237673
52.622316,1.240763
52.621639,1.237255
52.621433,1.23822
52.62211,1.24053
52.62194,1.24033
52.62189,1.24035
52.62224,1.24083
52.62101,1.23769
52.61961,1.22324
52.62154,1.2395
52.62137,1.23732
52.62156,1.23557
52.625523,1.236653
52.621727,1.222765
52.620696,1.241978
52.621258,1.240329
52.620899,1.240648
52.62189,1.24033
52.62167,1.23723
52.62082604,1.234610081
52.6204157,1.235570312
52.62051014,1.235795617
52.62143503,1.235672235
52.62219708,1.23650372
52.62209938,1.236798763
52.62134059,1.237737536
52.62207984,1.238440275
52.62178675,1.239084005
52.62210264,1.240022779
52.62296236,1.242190003
52.62176395,1.244174838
52.62324893,1.24591291
52.62327499,1.246594191
52.62419005,1.24571979
52.6244701,1.245478392
52.62514417,1.24093473
52.62128197,1.24065578
52.61980343,1.223060489
52.621039,1.244202
52.621039,1.244202
52.622128,1.244792
52.622547,1.247329
52.621609,1.245607
52.62132105,1.246867776
52.621407,1.234353
52.620365,1.241316
52.622894,1.247125
52.621543,1.244226
52.620342,1.237271
52.622089,1.247324
52.622589,1.245017
52.620174,1.240125
52.628235,1.23719
52.62938047,1.235135794
52.62912325,1.234969497
52.62802594,1.236235499
52.62842319,1.236723661
52.62878136,1.237737536
52.62883997,1.235178709
52.62812037,1.236906052
52.62820177,1.236401796
52.62942931,1.237270832
52.62911022,1.237555146
52.62897672,1.237206459
52.62880741,1.237238646
52.62799989,1.237265468
52.62845901,1.237555146
52.62865763,1.23701334
52.622639,1.24638
52.621647,1.247152
52.62216,1.246562
52.621373,1.243357
52.62106866,1.236739755
52.62364948,1.244850755
52.62432031,1.245577633
52.625499,1.236646
52.61972,1.22333
52.62143503,1.237353981
52.621571,1.235393
52.62184374,1.238560975
52.621319,1.239371
52.62215148,1.238343716
52.62187956,1.234615445
52.62120218,1.236128211
52.622505,1.241659
52.62180303,1.240253448
52.622112,1.240677
52.62068112,1.236501038
52.62155064,1.239317358
52.62144643,1.238292754
52.62195121,1.236197948
52.62173464,1.238051355
52.62090746,1.242259741
52.619682,1.218946
52.625375,1.239803
52.62090746,1.242259741
52.6225553,1.247591972
52.62222639,1.247833371
52.62191701,1.237227917
52.62282559,1.242157817
52.62292654,1.243659854
52.61868636,1.224390864
52.6217151,1.232780814
52.62184211,1.237995028
52.62276046,1.243466735
52.62403374,1.247667074
52.6201975,1.247007251
52.62809432,1.241261959
52.6203929,1.246824861
52.62821,1.24083
52.62095956,1.236450076
52.62109634,1.241573095
52.62157,1.24073
52.62165,1.24073
52.621483,1.24073
52.62424867,1.241428256
52.62333686,1.245580316
52.62064692,1.234030724
52.62005095,1.235087514
52.61957546,1.223065853
52.622103,1.234125
52.626198,1.241605
52.621298,1.241192
52.62189096,1.23332262
52.621799,1.240608
52.62111,1.240591
52.624249,1.245454
52.621601,1.224147
52.621994,1.242635
52.622192,1.24123
52.621071,1.241466
52.61940611,1.246615648
52.624298,1.234428
52.624832,1.24212
52.621426,1.24179
52.617783,1.220984
52.623611,1.246562
52.623119,1.240532
52.624466,1.240854
52.621544,1.241231
52.627033,1.241884
